Return.Year,Conservation.Unit,Sub.Population,Tributary.Deme,WSP.2014.Data.Use.Categories,Total.Return,Total.Spawners,Natural.Returns
1998,South_Thompson,Middle and Lower Shuswap Rivers,Harris Cr,green,20,20,20
1999,South_Thompson,Middle and Lower Shuswap Rivers,Harris Cr,green,2,2,2
2000,South_Thompson,Middle and Lower Shuswap Rivers,Harris Cr,green,16,16,16
2001,South_Thompson,Middle and Lower Shuswap Rivers,Harris Cr,green,170,170,170
2002,South_Thompson,Middle and Lower Shuswap Rivers,Harris Cr,green,22,22,22
2003,South_Thompson,Middle and Lower Shuswap Rivers,Harris Cr,green,0,0,0
2004,South_Thompson,Middle and Lower Shuswap Rivers,Harris Cr,green,200,200,200
2005,South_Thompson,Middle and Lower Shuswap Rivers,Harris Cr,green,54,54,54
2006,South_Thompson,Middle and Lower Shuswap Rivers,Harris Cr,green,31,31,31
2007,South_Thompson,Middle and Lower Shuswap Rivers,Harris Cr,green,290,290,282.7188043
2008,South_Thompson,Middle and Lower Shuswap Rivers,Harris Cr,green,107,107,97.82498829
2009,South_Thompson,Middle and Lower Shuswap Rivers,Harris Cr,green,58,58,58
2010,South_Thompson,Middle and Lower Shuswap Rivers,Harris Cr,green,186,186,186
2011,South_Thompson,Middle and Lower Shuswap Rivers,Harris Cr,green,94,94,94
2012,South_Thompson,Middle and Lower Shuswap Rivers,Harris Cr,green,254.6,254.6,254.6
2013,South_Thompson,Middle and Lower Shuswap Rivers,Harris Cr,green,292.3333333,292.3333333,292.3333333
2014,South_Thompson,Middle and Lower Shuswap Rivers,Harris Cr,green,63.25167038,63.25167038,63.25167038
2015,South_Thompson,Middle and Lower Shuswap Rivers,Harris Cr,green,19.7037037,19.7037037,19.7037037
2016,South_Thompson,Middle and Lower Shuswap Rivers,Harris Cr,green,376.1481481,376.1481481,376.1481481
2017,South_Thompson,Middle and Lower Shuswap Rivers,Harris Cr,green,107.6296296,107.6296296,107.6296296
2018,South_Thompson,Middle and Lower Shuswap Rivers,Harris Cr,green,54.88888889,54.88888889,54.88888889
2019,South_Thompson,Middle and Lower Shuswap Rivers,Harris Cr,green,163.6296296,163.6296296,163.6296296
2020,South_Thompson,Middle and Lower Shuswap Rivers,Harris Cr,green,111.3333333,111.3333333,111.3333333
1998,South_Thompson,Middle and Lower Shuswap Rivers,Ireland Cr,green,20,20,20
1999,South_Thompson,Middle and Lower Shuswap Rivers,Ireland Cr,green,9,9,9
2000,South_Thompson,Middle and Lower Shuswap Rivers,Ireland Cr,green,2,2,2
2001,South_Thompson,Middle and Lower Shuswap Rivers,Ireland Cr,green,94,94,94
2002,South_Thompson,Middle and Lower Shuswap Rivers,Ireland Cr,green,34,34,34
2003,South_Thompson,Middle and Lower Shuswap Rivers,Ireland Cr,green,15,15,15
2004,South_Thompson,Middle and Lower Shuswap Rivers,Ireland Cr,green,92,92,92
2005,South_Thompson,Middle and Lower Shuswap Rivers,Ireland Cr,green,28,28,28
2006,South_Thompson,Middle and Lower Shuswap Rivers,Ireland Cr,green,10.4,10.4,10.4
2007,South_Thompson,Middle and Lower Shuswap Rivers,Ireland Cr,green,34,34,34
2008,South_Thompson,Middle and Lower Shuswap Rivers,Ireland Cr,green,36,36,36
2009,South_Thompson,Middle and Lower Shuswap Rivers,Ireland Cr,green,21,21,21
2010,South_Thompson,Middle and Lower Shuswap Rivers,Ireland Cr,green,37,37,37
2011,South_Thompson,Middle and Lower Shuswap Rivers,Ireland Cr,green,20,20,20
2012,South_Thompson,Middle and Lower Shuswap Rivers,Ireland Cr,green,55,55,55
2013,South_Thompson,Middle and Lower Shuswap Rivers,Ireland Cr,green,54,54,54
2014,South_Thompson,Middle and Lower Shuswap Rivers,Ireland Cr,green,10,10,10
2015,South_Thompson,Middle and Lower Shuswap Rivers,Ireland Cr,green,0,0,0
2016,South_Thompson,Middle and Lower Shuswap Rivers,Ireland Cr,green,0,0,0
2017,South_Thompson,Middle and Lower Shuswap Rivers,Ireland Cr,green,11.1,11.1,11.1
2018,South_Thompson,Middle and Lower Shuswap Rivers,Ireland Cr,green,23.9,23.9,23.9
2019,South_Thompson,Middle and Lower Shuswap Rivers,Ireland Cr,green,37,37,37
2020,South_Thompson,Middle and Lower Shuswap Rivers,Ireland Cr,green,42,42,42
1998,South_Thompson,Middle and Lower Shuswap Rivers,Johnson Cr,green,2,2,2
1999,South_Thompson,Middle and Lower Shuswap Rivers,Johnson Cr,green,4,4,4
2000,South_Thompson,Middle and Lower Shuswap Rivers,Johnson Cr,green,3,3,3
2001,South_Thompson,Middle and Lower Shuswap Rivers,Johnson Cr,green,0,0,0
2002,South_Thompson,Middle and Lower Shuswap Rivers,Johnson Cr,green,6,6,6
2003,South_Thompson,Middle and Lower Shuswap Rivers,Johnson Cr,green,3,3,3
2004,South_Thompson,Middle and Lower Shuswap Rivers,Johnson Cr,green,17,17,17
2005,South_Thompson,Middle and Lower Shuswap Rivers,Johnson Cr,green,0,0,0
2006,South_Thompson,Middle and Lower Shuswap Rivers,Johnson Cr,green,0.01,0.01,0.01
2007,South_Thompson,Middle and Lower Shuswap Rivers,Johnson Cr,green,7,7,7
2008,South_Thompson,Middle and Lower Shuswap Rivers,Johnson Cr,green,3,3,3
2009,South_Thompson,Middle and Lower Shuswap Rivers,Johnson Cr,green,2,2,2
2010,South_Thompson,Middle and Lower Shuswap Rivers,Johnson Cr,green,5,5,5
2011,South_Thompson,Middle and Lower Shuswap Rivers,Johnson Cr,green,3,3,3
2012,South_Thompson,Middle and Lower Shuswap Rivers,Johnson Cr,green,7,7,7
2013,South_Thompson,Middle and Lower Shuswap Rivers,Johnson Cr,green,7,7,7
2014,South_Thompson,Middle and Lower Shuswap Rivers,Johnson Cr,green,1,1,1
1998,South_Thompson,Middle and Lower Shuswap Rivers,Shuswap R (lwr),green,612,612,612
1999,South_Thompson,Middle and Lower Shuswap Rivers,Shuswap R (lwr),green,208,208,208
2000,South_Thompson,Middle and Lower Shuswap Rivers,Shuswap R (lwr),green,152,152,152
2001,South_Thompson,Middle and Lower Shuswap Rivers,Shuswap R (lwr),green,595,595,595
2002,South_Thompson,Middle and Lower Shuswap Rivers,Shuswap R (lwr),green,492,492,492
2003,South_Thompson,Middle and Lower Shuswap Rivers,Shuswap R (lwr),green,259,259,259
2004,South_Thompson,Middle and Lower Shuswap Rivers,Shuswap R (lwr),green,1116,1116,1116
2005,South_Thompson,Middle and Lower Shuswap Rivers,Shuswap R (lwr),green,174,174,174
2006,South_Thompson,Middle and Lower Shuswap Rivers,Shuswap R (lwr),green,428.8,428.8,428.8
2007,South_Thompson,Middle and Lower Shuswap Rivers,Shuswap R (lwr),green,738,738,738
2008,South_Thompson,Middle and Lower Shuswap Rivers,Shuswap R (lwr),green,2238,2238,2238
2009,South_Thompson,Middle and Lower Shuswap Rivers,Shuswap R (lwr),green,168,168,168
2010,South_Thompson,Middle and Lower Shuswap Rivers,Shuswap R (lwr),green,1191,1191,1191
2011,South_Thompson,Middle and Lower Shuswap Rivers,Shuswap R (lwr),green,165,165,165
2012,South_Thompson,Middle and Lower Shuswap Rivers,Shuswap R (lwr),green,228,228,228
2013,South_Thompson,Middle and Lower Shuswap Rivers,Shuswap R (lwr),green,567,567,567
2014,South_Thompson,Middle and Lower Shuswap Rivers,Shuswap R (lwr),green,81,81,81
2015,South_Thompson,Middle and Lower Shuswap Rivers,Shuswap R (lwr),green,225,225,225
2016,South_Thompson,Middle and Lower Shuswap Rivers,Shuswap R (lwr),green,1123,1123,1123
2017,South_Thompson,Middle and Lower Shuswap Rivers,Shuswap R (lwr),green,24,24,24
2018,South_Thompson,Middle and Lower Shuswap Rivers,Shuswap R (lwr),green,648,648,648
2019,South_Thompson,Middle and Lower Shuswap Rivers,Shuswap R (lwr),green,643,643,643
2020,South_Thompson,Middle and Lower Shuswap Rivers,Shuswap R (lwr),green,4947,4947,4947
1998,South_Thompson,Middle and Lower Shuswap Rivers,Shuswap R (mid),green,388,365,388
1999,South_Thompson,Middle and Lower Shuswap Rivers,Shuswap R (mid),green,212,168,212
2000,South_Thompson,Middle and Lower Shuswap Rivers,Shuswap R (mid),green,488,450,488
2001,South_Thompson,Middle and Lower Shuswap Rivers,Shuswap R (mid),green,1431,1368,1361.766593
2002,South_Thompson,Middle and Lower Shuswap Rivers,Shuswap R (mid),green,699,699,201.6641786
2003,South_Thompson,Middle and Lower Shuswap Rivers,Shuswap R (mid),green,224,192,134.936082
2004,South_Thompson,Middle and Lower Shuswap Rivers,Shuswap R (mid),green,2500,2500,2408.000916
2005,South_Thompson,Middle and Lower Shuswap Rivers,Shuswap R (mid),green,491,491,491
2006,South_Thompson,Middle and Lower Shuswap Rivers,Shuswap R (mid),green,212,212,212
2007,South_Thompson,Middle and Lower Shuswap Rivers,Shuswap R (mid),green,2166,2166,2166
2008,South_Thompson,Middle and Lower Shuswap Rivers,Shuswap R (mid),green,988,988,988
2009,South_Thompson,Middle and Lower Shuswap Rivers,Shuswap R (mid),green,462,462,462
2010,South_Thompson,Middle and Lower Shuswap Rivers,Shuswap R (mid),green,972,972,972
2011,South_Thompson,Middle and Lower Shuswap Rivers,Shuswap R (mid),green,411,411,411
2012,South_Thompson,Middle and Lower Shuswap Rivers,Shuswap R (mid),green,654,654,654
2013,South_Thompson,Middle and Lower Shuswap Rivers,Shuswap R (mid),green,1617,1617,1617
2014,South_Thompson,Middle and Lower Shuswap Rivers,Shuswap R (mid),green,111,111,111
2015,South_Thompson,Middle and Lower Shuswap Rivers,Shuswap R (mid),green,69,69,0
2016,South_Thompson,Middle and Lower Shuswap Rivers,Shuswap R (mid),green,1593,1593,1593
2017,South_Thompson,Middle and Lower Shuswap Rivers,Shuswap R (mid),green,51,51,51
2018,South_Thompson,Middle and Lower Shuswap Rivers,Shuswap R (mid),green,222,222,222
2019,South_Thompson,Middle and Lower Shuswap Rivers,Shuswap R (mid),green,219,219,219
2020,South_Thompson,Middle and Lower Shuswap Rivers,Shuswap R (mid),green,282,282,282
1998,South_Thompson,Middle and Lower Shuswap Rivers,Trinity Cr,green,6,6,6
1999,South_Thompson,Middle and Lower Shuswap Rivers,Trinity Cr,green,9,9,9
2000,South_Thompson,Middle and Lower Shuswap Rivers,Trinity Cr,green,2,2,2
2001,South_Thompson,Middle and Lower Shuswap Rivers,Trinity Cr,green,17,17,17
2002,South_Thompson,Middle and Lower Shuswap Rivers,Trinity Cr,green,13,13,13
2003,South_Thompson,Middle and Lower Shuswap Rivers,Trinity Cr,green,3,3,3
2004,South_Thompson,Middle and Lower Shuswap Rivers,Trinity Cr,green,19,19,19
2005,South_Thompson,Middle and Lower Shuswap Rivers,Trinity Cr,green,5,5,5
2006,South_Thompson,Middle and Lower Shuswap Rivers,Trinity Cr,green,0,0,0
2007,South_Thompson,Middle and Lower Shuswap Rivers,Trinity Cr,green,5,5,5
2008,South_Thompson,Middle and Lower Shuswap Rivers,Trinity Cr,green,0,0,0
2009,South_Thompson,Middle and Lower Shuswap Rivers,Trinity Cr,green,4,4,4
2010,South_Thompson,Middle and Lower Shuswap Rivers,Trinity Cr,green,9,9,9
2011,South_Thompson,Middle and Lower Shuswap Rivers,Trinity Cr,green,5,5,5
2012,South_Thompson,Middle and Lower Shuswap Rivers,Trinity Cr,green,13,13,13
2013,South_Thompson,Middle and Lower Shuswap Rivers,Trinity Cr,green,13,13,13
2014,South_Thompson,Middle and Lower Shuswap Rivers,Trinity Cr,green,2,2,2
1998,South_Thompson,Middle and Lower Shuswap Rivers,Wap Cr,green,93,93,93
1999,South_Thompson,Middle and Lower Shuswap Rivers,Wap Cr,green,156,156,156
2000,South_Thompson,Middle and Lower Shuswap Rivers,Wap Cr,green,364,364,364
2001,South_Thompson,Middle and Lower Shuswap Rivers,Wap Cr,green,556,556,556
2002,South_Thompson,Middle and Lower Shuswap Rivers,Wap Cr,green,767,767,767
2003,South_Thompson,Middle and Lower Shuswap Rivers,Wap Cr,green,204,204,204
2004,South_Thompson,Middle and Lower Shuswap Rivers,Wap Cr,green,853,853,853
2005,South_Thompson,Middle and Lower Shuswap Rivers,Wap Cr,green,85,85,85
2006,South_Thompson,Middle and Lower Shuswap Rivers,Wap Cr,green,44.8,44.8,44.8
2007,South_Thompson,Middle and Lower Shuswap Rivers,Wap Cr,green,570,570,570
2008,South_Thompson,Middle and Lower Shuswap Rivers,Wap Cr,green,798,798,798
2009,South_Thompson,Middle and Lower Shuswap Rivers,Wap Cr,green,444,444,444
2010,South_Thompson,Middle and Lower Shuswap Rivers,Wap Cr,green,294,294,294
2011,South_Thompson,Middle and Lower Shuswap Rivers,Wap Cr,green,138,138,138
2012,South_Thompson,Middle and Lower Shuswap Rivers,Wap Cr,green,2898.2,2898.2,2898.2
2013,South_Thompson,Middle and Lower Shuswap Rivers,Wap Cr,green,721,721,721
2014,South_Thompson,Middle and Lower Shuswap Rivers,Wap Cr,green,33.25909428,33.25909428,33.25909428
2015,South_Thompson,Middle and Lower Shuswap Rivers,Wap Cr,green,8.296296296,8.296296296,8.296296296
2016,South_Thompson,Middle and Lower Shuswap Rivers,Wap Cr,green,1020,1020,1020
2017,South_Thompson,Middle and Lower Shuswap Rivers,Wap Cr,green,338.962963,338.962963,338.962963
2018,South_Thompson,Middle and Lower Shuswap Rivers,Wap Cr,green,164.8148148,164.8148148,164.8148148
2019,South_Thompson,Middle and Lower Shuswap Rivers,Wap Cr,green,197,197,197
2020,South_Thompson,Middle and Lower Shuswap Rivers,Wap Cr,green,1430.592593,1430.592593,1430.592593
1998,South_Thompson,Shuswap Lake Tributaries,Anstey R,green,6,6,6
1999,South_Thompson,Shuswap Lake Tributaries,Anstey R,green,2,2,2
2000,South_Thompson,Shuswap Lake Tributaries,Anstey R,green,22,22,22
2001,South_Thompson,Shuswap Lake Tributaries,Anstey R,green,38,38,38
2002,South_Thompson,Shuswap Lake Tributaries,Anstey R,green,5,5,5
2003,South_Thompson,Shuswap Lake Tributaries,Anstey R,green,0,0,0
2004,South_Thompson,Shuswap Lake Tributaries,Anstey R,green,23,23,23
2005,South_Thompson,Shuswap Lake Tributaries,Anstey R,green,6,6,6
2006,South_Thompson,Shuswap Lake Tributaries,Anstey R,green,3,3,3
2007,South_Thompson,Shuswap Lake Tributaries,Anstey R,green,18,18,18
2008,South_Thompson,Shuswap Lake Tributaries,Anstey R,green,10,10,10
2009,South_Thompson,Shuswap Lake Tributaries,Anstey R,green,14,14,14
2010,South_Thompson,Shuswap Lake Tributaries,Anstey R,green,6,6,6
2011,South_Thompson,Shuswap Lake Tributaries,Anstey R,green,0.01,0.01,0.01
2012,South_Thompson,Shuswap Lake Tributaries,Anstey R,green,28.93333333,28.93333333,28.93333333
2013,South_Thompson,Shuswap Lake Tributaries,Anstey R,green,4.970618641,4.970618641,4.970618641
2014,South_Thompson,Shuswap Lake Tributaries,Anstey R,green,0,0,0
2015,South_Thompson,Shuswap Lake Tributaries,Anstey R,green,0,0,0
2016,South_Thompson,Shuswap Lake Tributaries,Anstey R,green,0,0,0
2017,South_Thompson,Shuswap Lake Tributaries,Anstey R,green,3.6,3.6,3.6
2018,South_Thompson,Shuswap Lake Tributaries,Anstey R,green,2.773176549,2.773176549,2.773176549
2019,South_Thompson,Shuswap Lake Tributaries,Anstey R,green,5.265476448,5.265476448,5.265476448
2020,South_Thompson,Shuswap Lake Tributaries,Anstey R,green,10.74863937,10.74863937,10.74863937
1998,South_Thompson,Shuswap Lake Tributaries,Canoe Cr,green,15,15,15
1999,South_Thompson,Shuswap Lake Tributaries,Canoe Cr,green,12,12,12
2000,South_Thompson,Shuswap Lake Tributaries,Canoe Cr,green,7,7,7
2001,South_Thompson,Shuswap Lake Tributaries,Canoe Cr,green,0,0,0
2002,South_Thompson,Shuswap Lake Tributaries,Canoe Cr,green,35,35,35
2003,South_Thompson,Shuswap Lake Tributaries,Canoe Cr,green,11,11,11
2004,South_Thompson,Shuswap Lake Tributaries,Canoe Cr,green,0.01,0.01,0.01
2005,South_Thompson,Shuswap Lake Tributaries,Canoe Cr,green,0,0,0
2006,South_Thompson,Shuswap Lake Tributaries,Canoe Cr,green,7,7,7
2007,South_Thompson,Shuswap Lake Tributaries,Canoe Cr,green,78,78,63.87708141
2008,South_Thompson,Shuswap Lake Tributaries,Canoe Cr,green,146,146,136.7341557
2009,South_Thompson,Shuswap Lake Tributaries,Canoe Cr,green,13,13,13
2010,South_Thompson,Shuswap Lake Tributaries,Canoe Cr,green,13,13,13
2011,South_Thompson,Shuswap Lake Tributaries,Canoe Cr,green,0.01,0.01,0.01
2012,South_Thompson,Shuswap Lake Tributaries,Canoe Cr,green,0,0,0
2013,South_Thompson,Shuswap Lake Tributaries,Canoe Cr,green,0,0,0
2014,South_Thompson,Shuswap Lake Tributaries,Canoe Cr,green,0,0,0
2015,South_Thompson,Shuswap Lake Tributaries,Canoe Cr,green,3.887885407,3.887885407,3.887885407
2016,South_Thompson,Shuswap Lake Tributaries,Canoe Cr,green,0,0,0
2017,South_Thompson,Shuswap Lake Tributaries,Canoe Cr,green,0,0,0
2018,South_Thompson,Shuswap Lake Tributaries,Canoe Cr,green,2.773176549,2.773176549,2.773176549
2019,South_Thompson,Shuswap Lake Tributaries,Canoe Cr,green,5.265476448,5.265476448,5.265476448
2020,South_Thompson,Shuswap Lake Tributaries,Canoe Cr,green,0,0,0
1998,South_Thompson,Shuswap Lake Tributaries,Celista Cr,yellow,5,5,5
1999,South_Thompson,Shuswap Lake Tributaries,Celista Cr,yellow,4,4,4
2000,South_Thompson,Shuswap Lake Tributaries,Celista Cr,yellow,3,3,3
2001,South_Thompson,Shuswap Lake Tributaries,Celista Cr,yellow,18,18,18
2002,South_Thompson,Shuswap Lake Tributaries,Celista Cr,yellow,17,17,17
2003,South_Thompson,Shuswap Lake Tributaries,Celista Cr,yellow,6,6,6
2004,South_Thompson,Shuswap Lake Tributaries,Celista Cr,yellow,6,6,6
2005,South_Thompson,Shuswap Lake Tributaries,Celista Cr,yellow,23,23,23
2006,South_Thompson,Shuswap Lake Tributaries,Celista Cr,yellow,0,0,0
2007,South_Thompson,Shuswap Lake Tributaries,Celista Cr,yellow,6,6,6
2008,South_Thompson,Shuswap Lake Tributaries,Celista Cr,yellow,0,0,0
2009,South_Thompson,Shuswap Lake Tributaries,Celista Cr,yellow,0,0,0
2010,South_Thompson,Shuswap Lake Tributaries,Celista Cr,yellow,4,4,4
2011,South_Thompson,Shuswap Lake Tributaries,Celista Cr,yellow,0,0,0
2012,South_Thompson,Shuswap Lake Tributaries,Celista Cr,yellow,5,5,5
2013,South_Thompson,Shuswap Lake Tributaries,Celista Cr,yellow,32.2,32.2,32.2
2014,South_Thompson,Shuswap Lake Tributaries,Celista Cr,yellow,25.16703786,25.16703786,25.16703786
2015,South_Thompson,Shuswap Lake Tributaries,Celista Cr,yellow,1.943942703,1.943942703,1.943942703
2016,South_Thompson,Shuswap Lake Tributaries,Celista Cr,yellow,2.865690532,2.865690532,2.865690532
2017,South_Thompson,Shuswap Lake Tributaries,Celista Cr,yellow,3.037203182,3.037203182,3.037203182
2018,South_Thompson,Shuswap Lake Tributaries,Celista Cr,yellow,0,0,0
2019,South_Thompson,Shuswap Lake Tributaries,Celista Cr,yellow,22,22,22
2020,South_Thompson,Shuswap Lake Tributaries,Celista Cr,yellow,0,0,0
1998,South_Thompson,Shuswap Lake Tributaries,Crazy Cr,yellow,1.171926899,1.171926899,1.171926899
1999,South_Thompson,Shuswap Lake Tributaries,Crazy Cr,yellow,0.945596184,0.945596184,0.945596184
2000,South_Thompson,Shuswap Lake Tributaries,Crazy Cr,yellow,0.593705837,0.593705837,0.593705837
2001,South_Thompson,Shuswap Lake Tributaries,Crazy Cr,yellow,0,0,0
2002,South_Thompson,Shuswap Lake Tributaries,Crazy Cr,yellow,0,0,0
2003,South_Thompson,Shuswap Lake Tributaries,Crazy Cr,yellow,0,0,0
2004,South_Thompson,Shuswap Lake Tributaries,Crazy Cr,yellow,4,4,4
2005,South_Thompson,Shuswap Lake Tributaries,Crazy Cr,yellow,1,1,1
2006,South_Thompson,Shuswap Lake Tributaries,Crazy Cr,yellow,1,1,1
2007,South_Thompson,Shuswap Lake Tributaries,Crazy Cr,yellow,3,3,3
2008,South_Thompson,Shuswap Lake Tributaries,Crazy Cr,yellow,2,2,2
2009,South_Thompson,Shuswap Lake Tributaries,Crazy Cr,yellow,0,0,0
2010,South_Thompson,Shuswap Lake Tributaries,Crazy Cr,yellow,14,14,14
2011,South_Thompson,Shuswap Lake Tributaries,Crazy Cr,yellow,0,0,0
2012,South_Thompson,Shuswap Lake Tributaries,Crazy Cr,yellow,3,3,3
2013,South_Thompson,Shuswap Lake Tributaries,Crazy Cr,yellow,0,0,0
2014,South_Thompson,Shuswap Lake Tributaries,Crazy Cr,yellow,0,0,0
2015,South_Thompson,Shuswap Lake Tributaries,Crazy Cr,yellow,0,0,0
2016,South_Thompson,Shuswap Lake Tributaries,Crazy Cr,yellow,10.51851852,10.51851852,10.51851852
2017,South_Thompson,Shuswap Lake Tributaries,Crazy Cr,yellow,1.8,1.8,1.8
2019,South_Thompson,Shuswap Lake Tributaries,Crazy Cr,yellow,0,0,0
2020,South_Thompson,Shuswap Lake Tributaries,Crazy Cr,yellow,0,0,0
1998,South_Thompson,Shuswap Lake Tributaries,Eagle R,green,2813,2692,2813
1999,South_Thompson,Shuswap Lake Tributaries,Eagle R,green,2027,1908,2027
2000,South_Thompson,Shuswap Lake Tributaries,Eagle R,green,1834,1739,1834
2001,South_Thompson,Shuswap Lake Tributaries,Eagle R,green,6407,6407,5359.712734
2002,South_Thompson,Shuswap Lake Tributaries,Eagle R,green,6129,6129,5531.673179
2003,South_Thompson,Shuswap Lake Tributaries,Eagle R,green,1255,1255,1109.365086
2004,South_Thompson,Shuswap Lake Tributaries,Eagle R,green,5422,5422,5422
2005,South_Thompson,Shuswap Lake Tributaries,Eagle R,green,601,601,601
2006,South_Thompson,Shuswap Lake Tributaries,Eagle R,green,591,591,591
2007,South_Thompson,Shuswap Lake Tributaries,Eagle R,green,3310,3310,3310
2008,South_Thompson,Shuswap Lake Tributaries,Eagle R,green,1028,1025,1028
2009,South_Thompson,Shuswap Lake Tributaries,Eagle R,green,1477,1437,1477
2010,South_Thompson,Shuswap Lake Tributaries,Eagle R,green,2277,2244,2277
2011,South_Thompson,Shuswap Lake Tributaries,Eagle R,green,1901,1859,1901
2012,South_Thompson,Shuswap Lake Tributaries,Eagle R,green,5950,5889,5656.017456
2013,South_Thompson,Shuswap Lake Tributaries,Eagle R,green,2433,2374,2116.639666
2014,South_Thompson,Shuswap Lake Tributaries,Eagle R,green,688.9,688.9,595.6236263
2015,South_Thompson,Shuswap Lake Tributaries,Eagle R,green,1733,1643,1420.888991
2016,South_Thompson,Shuswap Lake Tributaries,Eagle R,green,5023,4927,4325.406151
2017,South_Thompson,Shuswap Lake Tributaries,Eagle R,green,790,712,790
2018,South_Thompson,Shuswap Lake Tributaries,Eagle R,green,2961,2757,2454.209609
2019,South_Thompson,Shuswap Lake Tributaries,Eagle R,green,3880,3694,3262.358683
2020,South_Thompson,Shuswap Lake Tributaries,Eagle R,green,5732.648148,5564.648148,4605.386845
1998,South_Thompson,Shuswap Lake Tributaries,Hunakwa Cr,green,117,117,117
1999,South_Thompson,Shuswap Lake Tributaries,Hunakwa Cr,green,23,23,23
2000,South_Thompson,Shuswap Lake Tributaries,Hunakwa Cr,green,20,20,20
2001,South_Thompson,Shuswap Lake Tributaries,Hunakwa Cr,green,68,68,68
2002,South_Thompson,Shuswap Lake Tributaries,Hunakwa Cr,green,21,21,21
2003,South_Thompson,Shuswap Lake Tributaries,Hunakwa Cr,green,9,9,9
2004,South_Thompson,Shuswap Lake Tributaries,Hunakwa Cr,green,92,92,92
2005,South_Thompson,Shuswap Lake Tributaries,Hunakwa Cr,green,26,26,26
2006,South_Thompson,Shuswap Lake Tributaries,Hunakwa Cr,green,12,12,12
2007,South_Thompson,Shuswap Lake Tributaries,Hunakwa Cr,green,71,71,71
2008,South_Thompson,Shuswap Lake Tributaries,Hunakwa Cr,green,39,39,39
2009,South_Thompson,Shuswap Lake Tributaries,Hunakwa Cr,green,107,107,107
2010,South_Thompson,Shuswap Lake Tributaries,Hunakwa Cr,green,20,20,20
2011,South_Thompson,Shuswap Lake Tributaries,Hunakwa Cr,green,11,11,11
2012,South_Thompson,Shuswap Lake Tributaries,Hunakwa Cr,green,85.6,85.6,85.6
2013,South_Thompson,Shuswap Lake Tributaries,Hunakwa Cr,green,76,76,76
2014,South_Thompson,Shuswap Lake Tributaries,Hunakwa Cr,green,28.79630612,28.79630612,28.79630612
2015,South_Thompson,Shuswap Lake Tributaries,Hunakwa Cr,green,0,0,0
2016,South_Thompson,Shuswap Lake Tributaries,Hunakwa Cr,green,20.05983372,20.05983372,20.05983372
2017,South_Thompson,Shuswap Lake Tributaries,Hunakwa Cr,green,9.111609546,9.111609546,9.111609546
2018,South_Thompson,Shuswap Lake Tributaries,Hunakwa Cr,green,13.86588274,13.86588274,13.86588274
2019,South_Thompson,Shuswap Lake Tributaries,Hunakwa Cr,green,2.632738224,2.632738224,2.632738224
2020,South_Thompson,Shuswap Lake Tributaries,Hunakwa Cr,green,107.5555556,107.5555556,107.5555556
1998,South_Thompson,Shuswap Lake Tributaries,McNomee Cr,yellow,50.87935406,50.87935406,50.87935406
1999,South_Thompson,Shuswap Lake Tributaries,McNomee Cr,yellow,30,30,30
2000,South_Thompson,Shuswap Lake Tributaries,McNomee Cr,yellow,26,26,26
2001,South_Thompson,Shuswap Lake Tributaries,McNomee Cr,yellow,378,378,378
2002,South_Thompson,Shuswap Lake Tributaries,McNomee Cr,yellow,346,346,346
2003,South_Thompson,Shuswap Lake Tributaries,McNomee Cr,yellow,58,58,58
2004,South_Thompson,Shuswap Lake Tributaries,McNomee Cr,yellow,173,173,173
2005,South_Thompson,Shuswap Lake Tributaries,McNomee Cr,yellow,10,10,10
2006,South_Thompson,Shuswap Lake Tributaries,McNomee Cr,yellow,5.2,5.2,5.2
2007,South_Thompson,Shuswap Lake Tributaries,McNomee Cr,yellow,46,46,46
2008,South_Thompson,Shuswap Lake Tributaries,McNomee Cr,yellow,33,33,33
2009,South_Thompson,Shuswap Lake Tributaries,McNomee Cr,yellow,22,22,22
2010,South_Thompson,Shuswap Lake Tributaries,McNomee Cr,yellow,63,63,63
2011,South_Thompson,Shuswap Lake Tributaries,McNomee Cr,yellow,0,0,0
2012,South_Thompson,Shuswap Lake Tributaries,McNomee Cr,yellow,71.86666667,71.86666667,71.86666667
2013,South_Thompson,Shuswap Lake Tributaries,McNomee Cr,yellow,55.53333333,55.53333333,55.53333333
2014,South_Thompson,Shuswap Lake Tributaries,McNomee Cr,yellow,13.8827023,13.8827023,13.8827023
2015,South_Thompson,Shuswap Lake Tributaries,McNomee Cr,yellow,3.887885407,3.887885407,3.887885407
2016,South_Thompson,Shuswap Lake Tributaries,McNomee Cr,yellow,83.10502542,83.10502542,83.10502542
2017,South_Thompson,Shuswap Lake Tributaries,McNomee Cr,yellow,16.81481481,16.81481481,16.81481481
2018,South_Thompson,Shuswap Lake Tributaries,McNomee Cr,yellow,18.07407407,18.07407407,18.07407407
2019,South_Thompson,Shuswap Lake Tributaries,McNomee Cr,yellow,18.51851852,18.51851852,18.51851852
2020,South_Thompson,Shuswap Lake Tributaries,McNomee Cr,yellow,28.66666667,28.66666667,28.66666667
1998,South_Thompson,Shuswap Lake Tributaries,Onyx Cr,yellow,1,1,1
1999,South_Thompson,Shuswap Lake Tributaries,Onyx Cr,yellow,1.115268477,1.115268477,1.115268477
2000,South_Thompson,Shuswap Lake Tributaries,Onyx Cr,yellow,1.269973178,1.269973178,1.269973178
